,value,component,exp,Time
43,3.2115654945373535,y-mom,stable,2000-01-01 05:00:00
44,7.701308727264404,y-mom,stable,2000-01-01 05:00:00
45,3.4914140701293945,y-mom,stable,2000-01-01 05:00:00
46,8.420300483703613,y-mom,stable,2000-01-01 05:00:00
47,11.459245681762695,y-mom,stable,2000-01-01 05:00:00
48,7.876861095428467,y-mom,stable,2000-01-01 05:00:00
0,35.9933964596519,z-mom,stable,2000-01-01 05:00:00
1,39.066910601265825,z-mom,stable,2000-01-01 05:00:00
2,-39.147270569620254,z-mom,stable,2000-01-01 05:00:00
3,96.22195411392406,z-mom,stable,2000-01-01 05:00:00
4,68.52085640822784,z-mom,stable,2000-01-01 05:00:00
5,-157.72331882911394,z-mom,stable,2000-01-01 05:00:00
6,-317.94026898734177,z-mom,stable,2000-01-01 05:00:00
7,-94.20294699367089,z-mom,stable,2000-01-01 05:00:00
8,-51.48571993670886,z-mom,stable,2000-01-01 05:00:00
9,-130.58053797468355,z-mom,stable,2000-01-01 05:00:00
10,-130.03359375,z-mom,stable,2000-01-01 05:00:00
11,-130.28390031645569,z-mom,stable,2000-01-01 05:00:00
12,-232.4182555379747,z-mom,stable,2000-01-01 05:00:00
13,-175.74940664556962,z-mom,stable,2000-01-01 05:00:00
14,-393.93117088607596,z-mom,stable,2000-01-01 05:00:00
15,-320.15148338607594,z-mom,stable,2000-01-01 05:00:00
16,-363.3267405063291,z-mom,stable,2000-01-01 05:00:00
17,-371.81542721518986,z-mom,stable,2000-01-01 05:00:00
18,-480.65759493670885,z-mom,stable,2000-01-01 05:00:00
19,-305.06600079113923,z-mom,stable,2000-01-01 05:00:00
20,-338.270332278481,z-mom,stable,2000-01-01 05:00:00
21,-324.8914952531646,z-mom,stable,2000-01-01 05:00:00
22,-340.1299050632911,z-mom,stable,2000-01-01 05:00:00
23,-391.470292721519,z-mom,stable,2000-01-01 05:00:00
24,-486.11542721518987,z-mom,stable,2000-01-01 05:00:00
25,-439.8948575949367,z-mom,stable,2000-01-01 05:00:00
26,-503.16807753164557,z-mom,stable,2000-01-01 05:00:00
27,-391.81629746835443,z-mom,stable,2000-01-01 05:00:00
28,-308.8993670886076,z-mom,stable,2000-01-01 05:00:00
29,-162.01044303797468,z-mom,stable,2000-01-01 05:00:00
30,-160.4532931170886,z-mom,stable,2000-01-01 05:00:00
31,-123.94020965189874,z-mom,stable,2000-01-01 05:00:00
32,-125.0073378164557,z-mom,stable,2000-01-01 05:00:00
33,-92.04090189873418,z-mom,stable,2000-01-01 05:00:00
34,-83.08643196202532,z-mom,stable,2000-01-01 05:00:00
35,-59.05949367088608,z-mom,stable,2000-01-01 05:00:00
36,-94.10439082278481,z-mom,stable,2000-01-01 05:00:00
37,-92.6984375,z-mom,stable,2000-01-01 05:00:00
38,-18.048845431170886,z-mom,stable,2000-01-01 05:00:00
39,31.794432357594935,z-mom,stable,2000-01-01 05:00:00
40,7.1219491693037975,z-mom,stable,2000-01-01 05:00:00
41,-38.08063439477848,z-mom,stable,2000-01-01 05:00:00
42,-44.310349090189874,z-mom,stable,2000-01-01 05:00:00
43,-24.463239220727846,z-mom,stable,2000-01-01 05:00:00
44,14.729761669303798,z-mom,stable,2000-01-01 05:00:00
45,-12.347525217563291,z-mom,stable,2000-01-01 05:00:00
46,-14.498406596123418,z-mom,stable,2000-01-01 05:00:00
47,-10.179392677017406,z-mom,stable,2000-01-01 05:00:00
48,-52.90586431962026,z-mom,stable,2000-01-01 05:00:00
0,0.0,x-press,stable,2000-01-01 05:00:00
1,1.8754688824174082e-07,x-press,stable,2000-01-01 05:00:00
2,-1.3515749515136122e-06,x-press,stable,2000-01-01 05:00:00
3,5.756646714871749e-07,x-press,stable,2000-01-01 05:00:00
4,-3.1899253372102976e-06,x-press,stable,2000-01-01 05:00:00
5,1.2858030231654993e-06,x-press,stable,2000-01-01 05:00:00
6,1.8263042420585407e-06,x-press,stable,2000-01-01 05:00:00
7,-2.540022478569881e-06,x-press,stable,2000-01-01 05:00:00
8,-6.812836363678798e-05,x-press,stable,2000-01-01 05:00:00
9,-3.1612071325071156e-05,x-press,stable,2000-01-01 05:00:00
10,0.0001391102996421978,x-press,stable,2000-01-01 05:00:00
11,0.00010758451389847323,x-press,stable,2000-01-01 05:00:00
12,0.0002743534278124571,x-press,stable,2000-01-01 05:00:00
13,6.297211803030223e-05,x-press,stable,2000-01-01 05:00:00
14,-0.0005675724823959172,x-press,stable,2000-01-01 05:00:00
15,-0.0006362609565258026,x-press,stable,2000-01-01 05:00:00
16,-0.0001174502685898915,x-press,stable,2000-01-01 05:00:00
17,0.00023195837275125086,x-press,stable,2000-01-01 05:00:00
18,0.0004342980100773275,x-press,stable,2000-01-01 05:00:00
19,-2.751794454525225e-05,x-press,stable,2000-01-01 05:00:00
20,-0.00013562699314206839,x-press,stable,2000-01-01 05:00:00
21,-4.77967805636581e-05,x-press,stable,2000-01-01 05:00:00
22,-0.0001822050689952448,x-press,stable,2000-01-01 05:00:00
23,4.516949411481619e-05,x-press,stable,2000-01-01 05:00:00
24,0.00013844150817021728,x-press,stable,2000-01-01 05:00:00
25,3.711833414854482e-05,x-press,stable,2000-01-01 05:00:00
26,-0.00012625454110093415,x-press,stable,2000-01-01 05:00:00
27,0.00017143218428827822,x-press,stable,2000-01-01 05:00:00
28,-5.355895700631663e-05,x-press,stable,2000-01-01 05:00:00
29,-0.00022127310512587428,x-press,stable,2000-01-01 05:00:00
30,-8.026030263863504e-05,x-press,stable,2000-01-01 05:00:00
31,-0.00015660555800423026,x-press,stable,2000-01-01 05:00:00
32,6.439955905079842e-05,x-press,stable,2000-01-01 05:00:00
33,1.0495461538084783e-05,x-press,stable,2000-01-01 05:00:00
34,0.00013978072092868388,x-press,stable,2000-01-01 05:00:00
35,2.2934444132260978e-05,x-press,stable,2000-01-01 05:00:00
36,9.160884656012058e-05,x-press,stable,2000-01-01 05:00:00
37,0.00026675581466406584,x-press,stable,2000-01-01 05:00:00
38,0.00013449553807731718,x-press,stable,2000-01-01 05:00:00
39,1.1440360140113626e-05,x-press,stable,2000-01-01 05:00:00
40,-0.00033312561572529376,x-press,stable,2000-01-01 05:00:00
41,-0.00016047990357037634,x-press,stable,2000-01-01 05:00:00
42,-0.0003695604973472655,x-press,stable,2000-01-01 05:00:00
43,-0.0005992289516143501,x-press,stable,2000-01-01 05:00:00
44,-0.00024360453244298697,x-press,stable,2000-01-01 05:00:00
45,-0.00025871896650642157,x-press,stable,2000-01-01 05:00:00
46,-0.0004017231403850019,x-press,stable,2000-01-01 05:00:00
47,-5.223604603088461e-05,x-press,stable,2000-01-01 05:00:00
48,0.00012525297643151134,x-press,stable,2000-01-01 05:00:00
0,-0.0,flux-divg,stable,2000-01-01 05:00:00
